朝代,姓名,姓名-简体,登科年份,登科年号,登科年号年份,登科年龄,科考成绩,字,字-简体,别号,别号-简体,别名_曾用名,别名_曾用名-简体,谥号,谥号-简体
明,王宗聖,王宗圣,1544,嘉靖,23,33,第三甲第二百一十三名,,,汝學,汝学,,,,
明,范充濁,范充浊,1544,嘉靖,23,25,第三甲第二百一十五名,,,淸夫,淸夫,,,,
明,陳綘,陈綘,1544,嘉靖,23,,,金壘子,金垒子,金壘,金垒,,,,
明,郭維藩,郭维藩,1544,嘉靖,23,43,第三甲第五十一名,,,,,,,,
明,方九敘,方九叙,1544,嘉靖,23,,第2甲第65名,,,,,,,,
明,章朝鳳,章朝凤,1544,嘉靖,23,,第3甲第69名,,,,,,,,
明,郭公週,郭公周,1544,嘉靖,23,,第3甲第107名,,,,,,,,
明,王之翰,王之翰,1544,嘉靖,23,,第3甲第17名,,,,,,,,
明,張廷柏,张廷柏,1544,嘉靖,23,,第3甲第97名,,,,,,,,
明,孫萃蘧,孙萃蘧,1544,嘉靖,23,,第3甲第196名,,,,,,,,
明,翟汝儉,翟汝俭,1544,嘉靖,23,,,,,,,,,,
明,翟汝孝,翟汝孝,1544,嘉靖,23,,,,,,,,,,
明,盧寧,卢宁,1544,嘉靖,23,,第3甲第160名,,,,,,,,
明,朱日藩,朱日藩,1544,嘉靖,23,,第3甲第101名,,,,,,,,
明,鄔璉,邬琏,1544,嘉靖,23,,第2甲第77名,,,,,,,,
明,宋賢,宋贤,1544,嘉靖,23,,第3甲第145名,,,及甫,及甫,,,,
明,馮熊,冯熊,1544,嘉靖,23,,第2甲第29名,,,,,,,,
明,沈東,沈东,1544,嘉靖,23,,第3甲第113名,,,,,,,,
明,李燧,李燧,1544,嘉靖,23,,第3甲第210名,,,,,,,,
明,彭謙,彭谦,1544,嘉靖,23,,,,,,,,,,
明,蔣賓,蒋宾,1544,嘉靖,23,,第2甲第6名,,,,,,,,
明,萬充濁,万充浊,1544,嘉靖,23,,第3甲第215名,,,,,,,,
明,葛柟,葛柟,1544,嘉靖,23,,第3甲第73名,,,,,,,,
明,林沬,林沬,1544,嘉靖,23,,第2甲第4名,,,,,,,,
明,趙鈛,赵𫓨,1544,嘉靖,23,,第2甲第52名,,,,,,,,
明,瞿景惇,瞿景惇,1544,嘉靖,23,,第1甲第2名,,,,,,,,
明,嚴清,严清,1544,嘉靖,23,,第3甲第159名,,,,,,,,
明,馬成,马成,1544,嘉靖,23,,第3甲第197名,,,,,,,,
明,劉景昭,刘景昭,1544,嘉靖,23,,第3甲第185名,,,,,,,,
明,陳皐謨,陈皐谟,1544,嘉靖,23,,第2甲第17名,,,,,,,,
明,陶欽皐,陶钦皐,1544,嘉靖,23,,第2甲第79名,,,,,,,,
明,姜廷頤,姜廷颐,1544,嘉靖,23,,第3甲第99名,姜廷順,姜廷顺,,,,,,
未詳,金浙,金浙,1544,未詳,null,,,,,汝東,汝东,,,,
明,陳絳,陈绛,1544,嘉靖,23,,,,,用揚/用言/金壘,用扬/用言/金垒,,,,
未詳,項錫,项锡,1541,未詳,0,,0,,,,,,,,
明,高拱,高拱,1541,嘉靖,20,30,第二甲第十二名,,,肅卿,肃卿,中玄,中玄,文襄,文襄
明,陸杲,陆杲,1541,嘉靖,20,36,第二甲第四十名,,,元晉,元晋,,,,
明,嚴訥,严讷,1541,嘉靖,20,31,第二甲第八名,,,敏卿,敏卿,養齋,养斋,文靖,文靖
明,陳以勤,陈以勤,1541,嘉靖,20,31,第三甲第一百零四名,,,逸父/逸甫,逸父/逸甫,松谷/靑居山人/青居山人,松谷/靑居山人/青居山人,文端,文端
明,高儀,高仪,1541,嘉靖,20,25,第二甲第一名,,,子象,子象,南宇,南宇,文端,文端
明,楊思忠,杨思忠,1541,嘉靖,20,32,第三甲第十五名,,,孝夫,孝夫,南泉,南泉,,
明,周冕,周冕,1541,嘉靖,20,32,第三甲第四名,,,叔敬,叔敬,,,,
明,何光裕,何光裕,1541,嘉靖,20,27,第三甲第一百零三名,,,思問,思问,唐亭,唐亭,,
明,萬士和,万士和,1541,嘉靖,20,26,第二甲第五十八名,,,思節,思节,履庵/履菴,履庵/履庵,文恭,文恭
明,王崇古,王崇古,1541,嘉靖,20,27,第二甲第八十七名,,,學甫,学甫,鑑川,鉴川,襄毅,襄毅
明,方逢時,方逢时,1541,嘉靖,20,20,第三甲第三十一名,,,兆行/行之,兆行/行之,金湖,金湖,,
明,李遷,李迁,1541,嘉靖,20,31,第二甲第六十八名,,,子升/子安,子升/子安,盤峯/蟠峯/蟠峰,盘峰/蟠峰/蟠峰,恭介,恭介
明,鄢懋卿,鄢懋卿,1541,嘉靖,20,34,第三甲第九名,,,景修/景脩,景修/景修,劍泉,剑泉,,
明,王交,王交,1541,嘉靖,20,28,第三甲第一百三十九名,,,徵久,征久,龍田,龙田,,
明,王材,王材,1541,嘉靖,20,34,第三甲第一百三十二名,,,子難,子难,稚川,稚川,,
明,王重光,王重光,1541,嘉靖,20,40,第二甲第四十九名,,,廷宣,廷宣,濼川,泺川,,
明,王崇儉,王崇俭,1541,嘉靖,20,52,第三甲第二十一名,,,叔度,叔度,,,,
明,王應鍾,王应钟,1541,嘉靖,20,32,第三甲第一百一十六名,,,懋復,懋复,雲竹先生,云竹先生,,
明,王顯忠,王显忠,1541,嘉靖,20,27,第三甲第二十二名,,,元孝,元孝,肝山,肝山,,
明,李用敬,李用敬,1541,嘉靖,20,30,第三甲第一百三十四名,,,仲學,仲学,雲坡,云坡,,
明,李時行,李时行,1541,嘉靖,20,28,第三甲第二十六名,南園後五子,南园后五子,少偕,少偕,靑霞,靑霞,,
明,邢尚簡,邢尚简,1541,嘉靖,20,34,第三甲第三十七名,,,元敬/原敬,元敬/原敬,西原,西原,,
明,呂時中,吕时中,1541,嘉靖,20,27,第二甲第二十一名,,,以道/道夫,以道/道夫,潭西,潭西,,
明,何良傅,何良傅,1541,嘉靖,20,33,第三甲第七名,,,叔毗/叔皮,叔毗/叔皮,大壑,大壑,,
明,何雲鴈,何云鴈,1541,嘉靖,20,30,第二甲第二十三名,,,時賓,时宾,春泉,春泉,,
明,何遷,何迁,1541,嘉靖,20,41,第三甲第一百九十六名,,,懋益/益之,懋益/益之,吉陽,吉阳,,
明,林懋和,林懋和,1541,嘉靖,20,25,第三甲第一百一十四名,,,惟介,惟介,雙臺,双台,,
明,尚維持,尚维持,1541,嘉靖,20,27,第三甲第三十二名,,,國相,国相,仰山,仰山,,
明,金世龍,金世龙,1541,嘉靖,20,36,第三甲第五十六名,,,孟陽,孟阳,,,,
明,周嶅,周嶅,1541,嘉靖,20,35,第三甲第一名,,,景魯,景鲁,,,,
明,洪朝選,洪朝选,1541,嘉靖,20,26,第二甲第二十四名,,,汝尹/舜臣,汝尹/舜臣,芳洲,芳洲,,
明,胡彥,胡彦,1541,嘉靖,20,40,第三甲第八十三名,,,穉美,穉美,白湖子,白湖子,,
明,范惟一,范惟一,1541,嘉靖,20,32,第二甲第二十九名,,,于中,于中,中方/洛川,中方/洛川,,
明,俞鸞,俞鸾,1541,嘉靖,20,39,第三甲第一百五十名,,,應和,应和,近河,近河,,
明,侯鉞,侯钺,1541,嘉靖,20,38,第二甲第八十八名,,,義甫,义甫,,,,
明,唐志大,唐志大,1541,嘉靖,20,27,第三甲第五名,,,子廸/子迪,子廸/子迪,左溪,左溪,,
明,袁祖庚,袁祖庚,1541,嘉靖,20,23,第三甲第一百三十三名,,,繩之,绳之,,,,
明,晁瑮,晁瑮,1541,嘉靖,20,30,第三甲第九十四名,,,君石,君石,春陵,春陵,,
明,殷邁,殷迈,1541,嘉靖,20,30,第二甲第六十四名,,,時訓,时训,白野/秋溟,白野/秋溟,,
明,徐自得,徐自得,1541,嘉靖,20,35,第三甲第一百二十八名,,,深之/深父,深之/深父,南州,南州,,
明,徐養正,徐养正,1541,嘉靖,20,31,第二甲第九名,,,吉夫/吉甫,吉夫/吉甫,蒙泉,蒙泉,,
明,徐霈,徐霈,1541,嘉靖,20,42,第三甲第一百零九名,,,孔霖,孔霖,惠溪/東溪,惠溪/东溪,,
明,梁紹儒,梁绍儒,1541,嘉靖,20,33,第三甲第一百一十八名,,,存業/玉菴,存业/玉庵,,,,
明,商廷試,商廷试,1541,嘉靖,20,40,第二甲第二十六名,商廷試,商廷试,汝明,汝明,明洲,明洲,,
明,梅守德,梅守德,1541,嘉靖,20,32,第三甲第一百零八名,,,紀甫/純甫,纪甫/纯甫,宛溪先生,宛溪先生,,
明,張祥,张祥,1541,嘉靖,20,46,第三甲第五十一名,,,元吉,元吉,攷堂,攷堂,,
明,張習,张习,1541,嘉靖,20,36,第三甲第一百八十四名,,,子翀,子翀,,,,
明,張鶚翼,张鹗翼,1541,嘉靖,20,43,第二甲第六十九名,,,習之,习之,須野,须野,,
明,陶大年,陶大年,1541,嘉靖,20,29,第二甲第八十三名,,,長卿,长卿,,,,
明,陳洪濛,陈洪蒙,1541,嘉靖,20,30,第二甲第六十一名,,,元卿,元卿,抑菴,抑庵,,
明,陳陞,陈升,1541,嘉靖,20,30,第二甲第三名,,,晉甫,晋甫,龍白,龙白,文僖,文僖
明,陳善,陈善,1541,嘉靖,20,28,第三甲第九十九名,,,思敬,思敬,敬亭,敬亭,,
明,曾于拱,曾于拱,1541,嘉靖,20,21,第二甲第五十一名,于拱,于拱,思極/恩極,思极/恩极,魯源,鲁源,,
明,盛汝謙,盛汝谦,1541,嘉靖,20,37,第三甲第一百六十八名,古君子,古君子,亨甫,亨甫,古泉,古泉,,
明,黃養蒙,黄养蒙,1541,嘉靖,20,39,第三甲第一百三十五名,,,存一,存一,,,,
明,華雲,华云,1541,嘉靖,20,54,第三甲第一百七十六名,,,從龍,从龙,補菴,补庵,,
明,華舜欽,华舜钦,1541,嘉靖,20,43,第三甲第二十九名,,,叔俞,叔俞,,,,
明,鈕緝,钮缉,1541,嘉靖,20,34,第三甲第四十六名,,,仲文,仲文,石溪,石溪,,
明,雷賀,雷贺,1541,嘉靖,20,35,第三甲第六十七名,,,時雍,时雍,少郭,少郭,,
明,楊宗氣,杨宗气,1541,嘉靖,20,28,第三甲第七十八名,,,子正,子正,活水,活水,,
明,萬士亨,万士亨,1541,嘉靖,20,37,第二甲第十七名,,,思通,思通,希菴,希庵,,
明,萬衣,万衣,1541,嘉靖,20,24,第二甲第四十一名,,,章甫,章甫,淺原/淺源,浅原/浅源,,
明,葉鏜,叶镗,1541,嘉靖,20,35,第二甲第十五名,,,汝聲,汝声,少巖,少岩,,
明,董份,董份,1541,嘉靖,20,32,第二甲第二名,,,用均,用均,泌園/潯陽山人,泌园/浔阳山人,,
明,董威,董威,1541,嘉靖,20,29,第三甲第一百四十九名,,,重夫/重民,重夫/重民,,,,
明,裴宇,裴宇,1541,嘉靖,20,32,第三甲第一百三十名,,,子大,子大,內山,内山,,
明,潘晟,潘晟,1541,嘉靖,20,25,第一甲第二名,,,思明,思明,水簾,水帘,,
明,劉逢愷,刘逢恺,1541,嘉靖,20,32,第三甲第一百八十六名,,,虞讓,虞让,策齋,策斋,,
明,謝東山,谢东山,1541,嘉靖,20,36,第二甲第六名,,,少安/陽升,少安/阳升,高泉子,高泉子,,
明,蕭端蒙,萧端蒙,1541,嘉靖,20,27,第三甲第三十五名,,,曰啟,曰启,,,,
明,謝東山,谢东山,1541,嘉靖,20,,,,,陽升,阳升,高泉,高泉,,
明,沈坤,沈坤,1541,嘉靖,20,35,第一甲第一名,,,伯載,伯载,,,,
明,林一鳳,林一凤,1541,嘉靖,20,32,第一甲第三名,林一鳳,林一凤,伯羽,伯羽,,,,
明,林樹聲,林树声,1541,嘉靖,20,33,第二甲第四名,陸樹聲,陆树声,與吉,与吉,,,,
明,潘仲驂,潘仲骖,1541,嘉靖,20,29,第二甲第五名,,,時乘,时乘,,,,
明,朱凌,朱凌,1541,嘉靖,20,34,第二甲第七名,,,原冲,原冲,,,,
明,楊謨,杨谟,1541,嘉靖,20,39,第二甲第十名,,,汝承,汝承,,,,
明,趙大綱,赵大纲,1541,嘉靖,20,33,第二甲第十一名,趙太綱,赵太纲,萬舉,万举,,,,
明,宋大武,宋大武,1541,嘉靖,20,36,第二甲第十三名,,,文成,文成,,,,
明,賈鶴年,贾鹤年,1541,嘉靖,20,32,第二甲第十四名,,,惟仁,惟仁,,,,
明,吳三樂,吴三乐,1541,嘉靖,20,27,第二甲第十六名,,,子有,子有,,,,
明,張鶚,张鹗,1541,嘉靖,20,35,第二甲第十八名,,,一卿,一卿,,,,
明,張子瑫,张子瑫,1541,嘉靖,20,27,第二甲第十九名,,,仲玉,仲玉,,,,
明,孫續,孙续,1541,嘉靖,20,29,第二甲第二十名,,,道父,道父,,,,
明,杜秉彛,杜秉彛,1541,嘉靖,20,30,第二甲第二十二名,,,性之,性之,,,,
明,戴章甫,戴章甫,1541,嘉靖,20,34,第二甲第二十五名,,,元禮,元礼,,,,
明,曹忭,曹忭,1541,嘉靖,20,30,第二甲第二十七名,,,子誠,子诚,,,,
明,楊周,杨周,1541,嘉靖,20,39,第二甲第二十八名,,,道甫,道甫,,,,
明,趙文燿,赵文燿,1541,嘉靖,20,38,第二甲第三十名,,,絅夫,䌹夫,,,,
明,張希舉,张希举,1541,嘉靖,20,26,第二甲第三十一名,,,直卿,直卿,,,,
明,張斗寅,张斗寅,1541,嘉靖,20,25,第二甲第三十二名,,,子人,子人,,,,
明,周土,周土,1541,嘉靖,20,54,第二甲第三十三名,,,厚卿,厚卿,,,,
明,全賜,全赐,1541,嘉靖,20,31,第二甲第三十四名,,,厚甫,厚甫,,,,
明,尹祖懋,尹祖懋,1541,嘉靖,20,36,第二甲第三十五名,,,德卿,德卿,,,,
明,劉夢元,刘梦元,1541,嘉靖,20,34,第二甲第三十六名,,,伯始,伯始,,,,
明,方治,方治,1541,嘉靖,20,21,第二甲第三十七名,,,進卿,进卿,,,,
明,陰標,阴标,1541,嘉靖,20,29,第二甲第三十八名,,,時準,时准,,,,
明,畢竟夔,毕竟夔,1541,嘉靖,20,40,第二甲第三十九名,,,叔元,叔元,,,,
明,沈橋,沈桥,1541,嘉靖,20,46,第二甲第四十二名,,,宗周,宗周,,,,
明,黎材,黎材,1541,嘉靖,20,34,第二甲第四十三名,,,用卿,用卿,,,,
明,董策,董策,1541,嘉靖,20,37,第二甲第四十四名,,,希舒,希舒,,,,
明,王景象,王景象,1541,嘉靖,20,36,第二甲第四十五名,王景祥,王景祥,啟明,启明,,,,
明,章美中,章美中,1541,嘉靖,20,36,第二甲第四十六名,,,積之,积之,,,,
明,徐一鳴,徐一鸣,1541,嘉靖,20,38,第二甲第四十七名,,,原默,原默,,,,
明,張緯,张纬,1541,嘉靖,20,27,第二甲第四十八名,,,朝文　,朝文　,,,,
明,夏子開,夏子开,1541,嘉靖,20,33,第二甲第五十名,,,本初,本初,,,,
明,周鎬,周镐,1541,嘉靖,20,33,第二甲第五十二名,,,元化,元化,,,,
明,黃深,黄深,1541,嘉靖,20,42,第二甲第五十三名,,,舜功,舜功,,,,
明,費滂,费滂,1541,嘉靖,20,34,第二甲第五十四名,,,子雨,子雨,,,,
明,齊準,齐准,1541,嘉靖,20,43,第二甲第五十五名,,,平甫,平甫,,,,
明,弋中和,弋中和,1541,嘉靖,20,42,第二甲第五十六名,弋中和,弋中和,道夫,道夫,,,,
明,陳洪範,陈洪范,1541,嘉靖,20,33,第二甲第五十七名,,,錫卿,锡卿,,,,
明,林大章,林大章,1541,嘉靖,20,32,第二甲第五十九名,,,章之,章之,,,,
明,陳時範,陈时范,1541,嘉靖,20,30,第二甲第六十名,,,敷疇,敷畴,,,,
明,李泂,李泂,1541,嘉靖,20,39,第二甲第六十二名,,,伯遠,伯远,,,,
明,王言,王言,1541,嘉靖,20,29,第二甲第六十三名,,,大行,大行,,,,
明,王正容,王正容,1541,嘉靖,20,31,第二甲第六十五名,,,德輝,德辉,,,,
明,謝國賓,谢国宾,1541,嘉靖,20,34,第二甲第六十六名,,,思敬,思敬,,,,
明,黃顯,黄显,1541,嘉靖,20,44,第二甲第六十七名,,,仁叔,仁叔,,,,
明,尹燾,尹焘,1541,嘉靖,20,34,第二甲第七十名,,,明溥,明溥,,,,
明,金翮,金翮,1541,嘉靖,20,33,第二甲第七十一名,,,思振,思振,,,,
明,徐南金,徐南金,1541,嘉靖,20,24,第二甲第七十二名,,,體乾,体乾,,,,
明,梁津,梁津,1541,嘉靖,20,29,第二甲第七十三名,,,濟卿,济卿,,,,
明,陳善,陈善,1541,嘉靖,20,38,第二甲第七十四名,,,繼初,继初,,,,
明,吳天壽,吴天寿,1541,嘉靖,20,32,第二甲第七十五名,,,平格/平甫,平格/平甫,,,,
明,劉鑑,刘鉴,1541,嘉靖,20,28,第二甲第七十六名,,,汝照,汝照,,,,
明,齊傑,齐杰,1541,嘉靖,20,42,第二甲第七十七名,,,士庸,士庸,,,,
明,朱乾亨,朱乾亨,1541,嘉靖,20,29,第二甲第七十八名,,,子貞,子贞,,,,
明,李台,李台,1541,嘉靖,20,39,第二甲第七十九名,,,星伯,星伯,,,,
明,王覺,王觉,1541,嘉靖,20,50,第二甲第八十名,,,士先,士先,,,,
明,章煥,章焕,1541,嘉靖,20,34,第二甲第八十一名,,,叔晦,叔晦,,,,
明,董士弘,董士弘,1541,嘉靖,20,39,第二甲第八十四名,,,體仁,体仁,,,,
明,王撫民,王抚民,1541,嘉靖,20,27,第二甲第八十五名,,,仁甫,仁甫,,,,
明,徐綱,徐纲,1541,嘉靖,20,42,第二甲第八十六名,,,振之,振之,,,,
明,陳梧,陈梧,1541,嘉靖,20,24,第二甲第八十九名,陳悟,陈悟,思植,思植,,,,
明,朱惟一,朱惟一,1541,嘉靖,20,31,第二甲第九十名,,,吉夫,吉夫,,,,
明,王養浩,王养浩,1541,嘉靖,20,36,第三甲第二名,,,伯充,伯充,,,,
明,陳王道,陈王道,1541,嘉靖,20,24,第三甲第三名,,,子敬,子敬,,,,
明,劉瑤,刘瑶,1541,嘉靖,20,30,第三甲第六名,,,潤夫,润夫,,,,
明,路可由,路可由,1541,嘉靖,20,35,第三甲第八名,,,子正,子正,,,,
明,李時濟,李时济,1541,嘉靖,20,30,第三甲第十名,,,伯舟,伯舟,,,,
明,陳松,陈松,1541,嘉靖,20,28,第三甲第十一名,,,子喬,子乔,,,,
明,陳鑨,陈鑨,1541,嘉靖,20,36,第三甲第十二名,,,世嘉,世嘉,,,,
明,黃應策,黄应策,1541,嘉靖,20,29,第三甲第十三名,,,君用,君用,,,,
明,白璧,白璧,1541,嘉靖,20,28,第三甲第十四名,,,石仲,石仲,,,,
明,王學柳,王学柳,1541,嘉靖,20,37,第三甲第十六名,,,宗文,宗文,,,,
明,翟澄,翟澄,1541,嘉靖,20,30,第三甲第十七名,,,憲淸,宪淸,,,,
明,趙紳,赵绅,1541,嘉靖,20,29,第三甲第十八名,,,子縉,子缙,,,,
明,龔秉德,龚秉德,1541,嘉靖,20,30,第三甲第十九名,,,性之,性之,,,,
明,崔一濂,崔一濂,1541,嘉靖,20,37,第三甲第二十名,,,學周,学周,,,,
明,梁汝璧,梁汝璧,1541,嘉靖,20,31,第三甲第二十三名,,,應文　,应文　,,,,
明,馬鍾英　,马钟英　,1541,嘉靖,20,26,第三甲第二十四名,,,君儲,君储,,,,
明,李豸,李豸,1541,嘉靖,20,33,第三甲第二十五名,,,直卿,直卿,,,,
明,徐履祥,徐履祥,1541,嘉靖,20,30,第三甲第二十七名,,,子旋,子旋,,,,
明,陳其樂,陈其乐,1541,嘉靖,20,30,第三甲第二十八名,,,惟和,惟和,,,,
明,朱瑞登,朱瑞登,1541,嘉靖,20,27,第三甲第三十名,,,禾仲,禾仲,,,,
明,吳必孝,吴必孝,1541,嘉靖,20,36,第三甲第三十三名,,,純卿,纯卿,,,,
明,徐亮,徐亮,1541,嘉靖,20,42,第三甲第三十四名,,,子寅,子寅,,,,
明,馮元,冯元,1541,嘉靖,20,34,第三甲第三十六名,,,大本,大本,,,,
明,周希程,周希程,1541,嘉靖,20,35,第三甲第三十八名,,,道夫,道夫,,,,
明,羅時霖,罗时霖,1541,嘉靖,20,43,第三甲第三十九名,,,汝濟,汝济,,,,
明,曾佩,曾佩,1541,嘉靖,20,38,第三甲第四十名,,,德夫/德甫,德夫/德甫,,,,
明,陳九德,陈九德,1541,嘉靖,20,30,第三甲第四十一名,,,吉夫,吉夫,,,,
明,吳崇文　,吴崇文　,1541,嘉靖,20,27,第三甲第四十二名,,,質夫,质夫,,,,
明,李庶,李庶,1541,嘉靖,20,27,第三甲第四十四名,,,季卿,季卿,,,,
明,郝良臣,郝良臣,1541,嘉靖,20,40,第三甲第四十五名,,,廷藎,廷荩,,,,
明,楊順,杨顺,1541,嘉靖,20,31,第三甲第四十七名,,,子備,子备,,,,
明,張牧,张牧,1541,嘉靖,20,44,第三甲第四十八名,,,舜臣,舜臣,,,,
明,杜璁,杜璁,1541,嘉靖,20,43,第三甲第四十九名,,,玉仲,玉仲,,,,
明,曾茂卿,曾茂卿,1541,嘉靖,20,45,第三甲第五十名,,,時育,时育,,,,
明,陸美中,陆美中,1541,嘉靖,20,32,第三甲第五十二名,,,汝文,汝文,,,,
明,余夢說,余梦说,1541,嘉靖,20,39,第三甲第五十三名,,,商卿,商卿,,,,
明,馮薦,冯荐,1541,嘉靖,20,36,第三甲第五十四名,,,伯受,伯受,,,,
明,莫如爵,莫如爵,1541,嘉靖,20,36,第三甲第五十五名,,,子脩,子修,,,,
明,林議,林议,1541,嘉靖,20,23,第三甲第五十七名,,,邦直,邦直,,,,
明,郭大鯤,郭大鲲,1541,嘉靖,20,26,第三甲第五十八名,,,時化,时化,,,,
明,姚梧,姚梧,1541,嘉靖,20,29,第三甲第五十九名,,,文陽,文阳,,,,
明,陸鑑,陆鉴,1541,嘉靖,20,36,第三甲第六十名,,,子明,子明,,,,
明,宋大勺,宋大勺,1541,嘉靖,20,34,第三甲第六十一名,,,道成,道成,,,,
明,冷起元,冷起元,1541,嘉靖,20,23,第三甲第六十二名,,,繼貞,继贞,,,,
明,浦之浩　,浦之浩　,1541,嘉靖,20,33,第三甲第六十三名,,,子化,子化,,,,
明,張科,张科,1541,嘉靖,20,28,第三甲第六十四名,,,子漸,子渐,,,,
明,李仰止,李仰止,1541,嘉靖,20,42,第三甲第六十五名,,,君山,君山,,,,
明,雷逵,雷逵,1541,嘉靖,20,23,第三甲第六十六名,,,時漸,时渐,,,,
明,聞賢,闻贤,1541,嘉靖,20,39,第三甲第六十八名,,,國賓,国宾,,,,
明,魏希相,魏希相,1541,嘉靖,20,33,第三甲第六十九名,,,漢卿,汉卿,,,,
明,張重,张重,1541,嘉靖,20,32,第三甲第七十名,,,汝任,汝任,,,,
明,李長盛,李长盛,1541,嘉靖,20,37,第三甲第七十一名,,,宗裕　,宗裕　,,,,
明,林松,林松,1541,嘉靖,20,37,第三甲第七十二名,,,喬年,乔年,,,,
明,何派行,何派行,1541,嘉靖,20,32,第三甲第七十三名,,,應克,应克,,,,
明,彭謹,彭谨,1541,嘉靖,20,37,第三甲第七十四名,,,德全,德全,,,,
明,潘璵,潘玙,1541,嘉靖,20,48,第三甲第七十五名,,,魯珍,鲁珍,,,,
明,劉子興,刘子兴,1541,嘉靖,20,25,第三甲第七十六名,,,賓之,宾之,,,,
明,陳采,陈采,1541,嘉靖,20,24,第三甲第七十七名,,,懋載,懋载,,,,
明,宋伊,宋伊,1541,嘉靖,20,26,第三甲第七十九名,,,汝任,汝任,,,,
明,阮垕,阮垕,1541,嘉靖,20,37,第三甲第八十名,,,德載,德载,,,,
明,陳宗仁,陈宗仁,1541,嘉靖,20,33,第三甲第八十一名,,,仲居,仲居,,,,
明,金蕃,金蕃,1541,嘉靖,20,30,第三甲第八十二名,,,世宣,世宣,,,,
明,王繼洛,王继洛,1541,嘉靖,20,35,第三甲第八十四名,,,希程,希程,,,,
明,徐岱,徐岱,1541,嘉靖,20,25,第三甲第八十五名,,,太丘,太丘,,,,
明,宋治,宋治,1541,嘉靖,20,30,第三甲第八十六名,,,時雍,时雍,,,,
明,王三聘,王三聘,1541,嘉靖,20,35,第三甲第八十七名,,,伯衡,伯衡,,,,
明,蔣珊,蒋珊,1541,嘉靖,20,38,第三甲第八十八名,,,叔珍,叔珍,,,,
明,楊胤賢,杨胤贤,1541,嘉靖,20,21,第三甲第八十九名,,,子容,子容,,,,
明,王霽,王霁,1541,嘉靖,20,36,第三甲第九十名,,,汝明,汝明,,,,
明,方大樂,方大乐,1541,嘉靖,20,36,第三甲第九十一名,,,憲夔,宪夔,,,,
明,朱舜民,朱舜民,1541,嘉靖,20,36,第三甲第九十二名,,,虞甫,虞甫,,,,
明,許鑰,许钥,1541,嘉靖,20,47,第三甲第九十三名,,,準卿,准卿,,,,
明,姜博,姜博,1541,嘉靖,20,31,第三甲第九十五名,,,約甫,约甫,,,,
明,曹天憲,曹天宪,1541,嘉靖,20,31,第三甲第九十六名,,,恆卿,恒卿,,,,
明,舒載道,舒载道,1541,嘉靖,20,44,第三甲第九十七名,,,以文,以文,,,,
明,黃縉,黄缙,1541,嘉靖,20,37,第三甲第九十八名,,,公華,公华,,,,
明,陳時霖,陈时霖,1541,嘉靖,20,28,第三甲第一百名,,,商卿,商卿,,,,
明,馮守,冯守,1541,嘉靖,20,38,第三甲第一百零一名,,,仁仲,仁仲,,,,
明,李繼宗,李继宗,1541,嘉靖,20,37,第三甲第一百零二名,,,克承,克承,,,,
明,張洽,张洽,1541,嘉靖,20,39,第三甲第一百零五名,,,文德,文德,,,,
明,王惟中,王惟中,1541,嘉靖,20,31,第三甲第一百零六名,,,道原,道原,,,,
明,路伯鏜,路伯镗,1541,嘉靖,20,36,第三甲第一百零七名,,,元振,元振,,,,
明,鄭維誠,郑维诚,1541,嘉靖,20,34,第三甲第一百一十名,,,伯明,伯明,,,,
明,馮綬,冯绶,1541,嘉靖,20,37,第三甲第一百一十一名,,,以著,以著,,,,
明,趙介夫,赵介夫,1541,嘉靖,20,30,第三甲第一百一十二名,,,士節,士节,,,,
明,尹梁,尹梁,1541,嘉靖,20,37,第三甲第一百一十三名,,,子充,子充,,,,
明,謝應徵,谢应征,1541,嘉靖,20,30,第三甲第一百一十七名,,,徵夢,征梦,,,,
明,黃封,黄封,1541,嘉靖,20,30,第三甲第一百一十九名,,,伯勳,伯勋,,,,
明,張登高　,张登高　,1541,嘉靖,20,35,第三甲第一百二十名,,,子升,子升,,,,
明,郭維寧,郭维宁,1541,嘉靖,20,38,第三甲第一百二十一名,,,公懷,公怀,,,,
明,霍薰,霍薰,1541,嘉靖,20,43,第三甲第一百二十二名,,,虞南,虞南,,,,
明,趙忻,赵忻,1541,嘉靖,20,32,第三甲第一百二十三名,,,子樂,子乐,,,,
明,王嵩,王嵩,1541,嘉靖,20,36,第三甲第一百二十四名,,,維中,维中,,,,
明,許嗣宗,许嗣宗,1541,嘉靖,20,42,第三甲第一百二十五名,,,紹德,绍德,,,,
明,陳炌,陈炌,1541,嘉靖,20,26,第三甲第一百二十六名,,,文晦,文晦,,,,
明,張英,张英,1541,嘉靖,20,27,第三甲第一百二十七名,,,彥實,彦实,,,,
明,劉九章,刘九章,1541,嘉靖,20,42,第三甲第一百二十九名,,,公儀,公仪,,,,
明,陳吉　,陈吉　,1541,嘉靖,20,39,第三甲第一百三十一名,,,子元,子元,,,,
明,劉宦,刘宦,1541,嘉靖,20,29,第三甲第一百三十六名,,,士晉,士晋,,,,
明,周易,周易,1541,嘉靖,20,38,第三甲第一百三十七名,,,祖羲,祖羲,,,,
明,鄧巍,邓巍,1541,嘉靖,20,35,第三甲第一百三十八名,,,惟成,惟成,,,,
明,周大有,周大有,1541,嘉靖,20,38,第三甲第一百四十名,,,元亨,元亨,,,,
