所属朝代,姓名,姓名-简体,登科朝代,登科年份,登科年号,登科年号年份,登科年龄,科考成绩,字,字-简体,别号,别号-简体,别名_曾用名,别名_曾用名-简体
清,鄭毓蘭,郑毓兰,清,1890,光緒,16,,第3甲第150名,,,,,,
清,鄭錫光,郑锡光,清,1890,光緒,16,,第2甲第60名,,,,,,
清,舒信孚,舒信孚,清,1890,光緒,16,,第3甲第71名,,,,,,
清,管象頤,管象颐,清,1890,光緒,16,,第2甲第55名,,,,,,
清,榮禧,荣禧,清,1890,光緒,16,,第3甲第171名,,,,,,
清,榮光,荣光,清,1890,光緒,16,,第2甲第106名,,,,,,
清,高振聲,高振声,清,1890,光緒,16,,第3甲第100名,,,,,,
清,慶春,庆春,清,1890,光緒,16,,第3甲第166名,,,,,,
中华民国,丁寶銓,丁宝铨,清,1889,光緒,15,,,,,衡甫,衡甫,默存,默存
清,鄂卓熙瑛,鄂卓熙瑛,清,1889,光緒,15,,,,,,,,
中华民国,葉昌熾,叶昌炽,清,1889,光緒,15,,第2甲第20名,,,菊裳/蘭裳/鞠裳,菊裳/兰裳/鞠裳,五百經幢齋/佛頂尊勝陀羅經室/奇觚廎/文竹山房/毄淡廬/治廧室/花橋老屋/辛伯簃/雙雲閣,五百经幢斋/佛顶尊胜陀罗经室/奇觚庼/文竹山房/毄淡庐/治𪪞室/花桥老屋/辛伯簃/双云阁
清,楊深秀,杨深秀,清,1889,光緒,15,,,楊毓秀,杨毓秀,儀村/漪春/漪村/漪莼/漪邨,仪村/漪春/漪村/漪莼/漪邨,甓居山房/雪虛聲堂,甓居山房/雪虚声堂
中华民国,毛慶蕃,毛庆蕃,清,1889,光緒,15,,,,,實君,实君,,
中华民国,劉彭年,刘彭年,清,1889,光緒,15,,二甲,,,省盦,省盦,,
中华民国,劉華,刘华,清,1889,光緒,15,,,,,寶含,宝含,,
清,劉世安,刘世安,清,1889,光緒,15,,一甲三名,,,靜皆,静皆,,
中华民国,劉若曾,刘若曾,清,1889,光緒,15,,,,,仲魯,仲鲁,,
中华民国,王同愈,王同愈,清,1889,光緒,15,,,,,文若,文若,勝之/栩園/栩栩盦/栩緣/栩緣老人,胜之/栩园/栩栩盦/栩缘/栩缘老人
清,陸鍾琦,陆钟琦,清,1889,光緒,15,,,,,申甫,申甫,少蓮,少莲
清,愛新覺羅瑞賢,爱新觉罗瑞贤,清,1889,光緒,15,,二甲64名,,,子良,子良,,
清,易貞,易贞,清,1889,光緒,15,,,,,,,,
中华民国,周樹模,周树模,清,1889,光緒,15,,,,,少樸,少朴,孝甄/沈觀/泊園老人,孝甄/沈观/泊园老人
中华民国,惲毓鼎,恽毓鼎,清,1889,光緒,15,,,,,薇蓀,薇荪,澄齋,澄斋
中华民国,錢駿祥,钱骏祥,清,1889,光緒,15,,,,,新甫,新甫,耐庸,耐庸
中华民国,李盛鐸,李盛铎,清,1889,光緒,15,,,,,椒微,椒微,木齋/椒徵,木斋/椒征
中华民国,李傳元,李传元,清,1889,光緒,15,,,,,橘農,橘农,,
清,張建勳,张建勋,清,1889,光緒,15,,一甲一名,,,季端,季端,,
中华民国,余誠格,余诚格,清,1889,光緒,15,,,,,,,,
中华民国,陳鍾信,陈钟信,清,1889,光緒,15,,,,,,,,
中华民国,杜本崇,杜本崇,清,1889,光緒,15,,,,,喬生,乔生,,
中华民国,韓國鈞,韩国钧,清,1889,光緒,15,,,,,紫石,紫石,止叟,止叟
中华民国,陳曾佑,陈曾佑,清,1889,光緒,15,,,,,蘇生,苏生,,
清,關榕祚,关榕祚,清,1889,光緒,15,,,,,,,,
清,覺羅紹昌,觉罗绍昌,清,1889,光緒,15,,,,,任庭,任庭,受福堂,受福堂
中华民国,邱逢甲,邱逢甲,清,1889,光緒,15,,三甲96名,,,仙根/仲閼/蟄仙,仙根/仲阏/蛰仙,倉海/倉海君/南武山人/滄海,仓海/仓海君/南武山人/沧海
清,王繼香,王继香,清,1889,光緒,15,,,,,,,,
中华民国,陸鍾岱,陆钟岱,清,1889,光緒,15,,,,,,,,
清,林孝恂,林孝恂,清,1889,光緒,15,,,,,,,,
中华民国,梁肇榮,梁肇荣,清,1889,光緒,15,,,,,,,,
中华民国,王垿,王垿,清,1889,光緒,15,,,,,爵生/覺生,爵生/觉生,,
清,王鐵珊,王铁珊,清,1889,光緒,15,,第2甲第89名,王樂洋,王乐洋,伯唐/海門,伯唐/海门,,
清,劉元亮,刘元亮,清,1889,光緒,15,,第2甲第129名,,,菊農,菊农,,
清,許葉芬,许叶芬,清,1889,光緒,15,,第2甲第10名,,,紹翯,绍翯,,
中华民国,楊芾,杨芾,清,1889,光緒,15,,第3甲第2名,,,,,,
中华民国,張澂,张澂,清,1889,光緒,15,,第2甲第48名,,,,,,
中华民国,陳三立,陈三立,清,1889,光緒,15,,第3甲第45名,,,,,,
中华民国,周朝槐,周朝槐,清,1889,光緒,15,,第3甲第139名,,,,,,
清,法偉堂,法伟堂,清,1889,光緒,15,,第2甲第54名,,,容叔/小山,容叔/小山,徵君/濟廷/聽訓館,征君/济廷/听训馆
清,愛新覺羅寶豐,爱新觉罗宝丰,清,1889,光緒,15,,,愛新覺羅寶豐,爱新觉罗宝丰,龢年,龢年,,
清,柯劭憼,柯劭憼,清,1889,光緒,15,,第2甲第128名,,,敬儒,敬儒,二州山房/二珠山人,二州山房/二珠山人
清,徐仁鑄,徐仁铸,清,1889,光緒,15,,第2甲第18名,,,研甫/硯父/硯甫,研甫/砚父/砚甫,縵愔,缦愔
中华民国,曹樹藩,曹树藩,清,1889,光緒,15,,,,,,,,
清,溫徹亨崇壽,温彻亨崇寿,清,1889,光緒,15,,,,,鶴汀,鹤汀,,
清,喜塔臘熙元,喜塔腊熙元,清,1889,光緒,15,,,,,吉甫/太初,吉甫/太初,,
清,方鳳鳴,方凤鸣,清,1889,光緒,15,,第3甲第78名,,,,,,
清,唐書年,唐书年,清,1889,光緒,15,,第3甲第123名,,,,,,
清,唐烜,唐烜,清,1889,光緒,15,,第2甲第94名,,,,,,
清,文明欽,文明钦,清,1889,光緒,15,,第3甲第43名,,,,,,
清,章乃正,章乃正,清,1889,光緒,15,,第3甲第55名,,,,,,
清,章紹曾,章绍曾,清,1889,光緒,15,,第3甲第3名,,,,,,
清,譚汝玉,谭汝玉,清,1889,光緒,15,,第3甲第41名,,,,,,
清,謝臨春,谢临春,清,1889,光緒,15,,第3甲第61名,,,,,,
清,郭集琛,郭集琛,清,1889,光緒,15,,第3甲第19名,,,,,,
清,郭以誠,郭以诚,清,1889,光緒,15,,第3甲第52名,,,,,,
清,郭曾程,郭曾程,清,1889,光緒,15,,第3甲第13名,,,,,,
清,許在衡,许在衡,清,1889,光緒,15,,第2甲第36名,,,,,,
清,王天培,王天培,清,1889,光緒,15,,第3甲第112名,,,,,,
清,王予符,王予符,清,1889,光緒,15,,第3甲第118名,,,,,,
清,王嶽崧,王岳崧,清,1889,光緒,15,,第3甲第7名,,,,,,
清,王紹勳,王绍勋,清,1889,光緒,15,,第3甲第131名,,,,,,
清,王濟,王济,清,1889,光緒,15,,第3甲第62名,,,,,,
清,王為相,王为相,清,1889,光緒,15,,第2甲第90名,,,,,,
清,王祖武,王祖武,清,1889,光緒,15,,第3甲第38名,,,,,,
清,王祖同,王祖同,清,1889,光緒,15,,第2甲第86名,,,,,,
清,王啟烈,王启烈,清,1889,光緒,15,,第3甲第119名,,,,,,
清,王尤,王尤,清,1889,光緒,15,,第2甲第96名,,,,,,
清,王萬方,王万方,清,1889,光緒,15,,第2甲第21名,,,,,,
清,王世琪,王世琪,清,1889,光緒,15,,第2甲第30名,,,,,,
清,王敟,王敟,清,1889,光緒,15,,第2甲第127名,,,,,,
清,王同鼎,王同鼎,清,1889,光緒,15,,第3甲第12名,,,,,,
清,王同德,王同德,清,1889,光緒,15,,第3甲第120名,,,,,,
清,王炳章,王炳章,清,1889,光緒,15,,第3甲第160名,,,,,,
清,丁述曾,丁述曾,清,1889,光緒,15,,第2甲第65名,,,,,,
清,丁惟禔,丁惟禔,清,1889,光緒,15,,第2甲第5名,,,,,,
清,夏聲喬,夏声乔,清,1889,光緒,15,,第2甲第51名,,,,,,
清,夏時泰,夏时泰,清,1889,光緒,15,,第3甲第17名,,,,,,
清,于宗潼,于宗潼,清,1889,光緒,15,,第3甲第37名,,,,,,
清,石作棟,石作栋,清,1889,光緒,15,,第3甲第149名,,,,,,
清,雷蔚瑞,雷蔚瑞,清,1889,光緒,15,,第3甲第87名,,,,,,
清,雷光第,雷光第,清,1889,光緒,15,,第3甲第42名,,,,,,
清,賈作人,贾作人,清,1889,光緒,15,,第3甲第81名,,,,,,
清,張立德,张立德,清,1889,光緒,15,,第3甲第100名,,,,,,
清,張充言,张充言,清,1889,光緒,15,,第2甲第123名,,,,,,
清,張庭詩,张庭诗,清,1889,光緒,15,,第3甲第116名,,,,,,
清,張正基,张正基,清,1889,光緒,15,,第3甲第130名,,,,,,
清,張瑞麟,张瑞麟,清,1889,光緒,15,,第3甲第79名,,,,,,
清,張建瀛,张建瀛,清,1889,光緒,15,,第1甲第1名,,,,,,
清,張維彬,张维彬,清,1889,光緒,15,,第2甲第99名,,,,,,
清,張寅旦,张寅旦,清,1889,光緒,15,,第3甲第157名,,,,,,
清,張鴻翊,张鸿翊,清,1889,光緒,15,,第2甲第83名,,,,,,
清,張頡輔,张颉辅,清,1889,光緒,15,,第2甲第110名,,,,,,
清,張孝謙,张孝谦,清,1889,光緒,15,,第2甲第23名,,,,,,
清,張華奎,张华奎,清,1889,光緒,15,,第3甲第106名,,,,,,
清,張其鎡,张其镃,清,1889,光緒,15,,第2甲第58名,,,,,,
清,張景旭,张景旭,清,1889,光緒,15,,第2甲第61名,,,,,,
清,張曜斗,张曜斗,清,1889,光緒,15,,第3甲第15名,,,,,,
清,張用賓,张用宾,清,1889,光緒,15,,第3甲第49名,,,,,,
清,瑞賢,瑞贤,清,1889,光緒,15,,第2甲第64名,,,,,,
清,孔昭寀,孔昭采,清,1889,光緒,15,,第2甲第132名,,,,,,
清,孔繁昌,孔繁昌,清,1889,光緒,15,,第2甲第84名,,,,,,
清,孫廷翰,孙廷翰,清,1889,光緒,15,,第3甲第1名,,,,,,
清,孫鼎烈,孙鼎烈,清,1889,光緒,15,,第2甲第45名,,,,,,
清,武玉潤,武玉润,清,1889,光緒,15,,第2甲第116名,,,,,,
清,武瀛,武瀛,清,1889,光緒,15,,第3甲第110名,,,,,,
清,武鑣,武镳,清,1889,光緒,15,,第3甲第128名,,,,,,
清,孟瀅,孟滢,清,1889,光緒,15,,第2甲第108名,,,,,,
清,豫泰,豫泰,清,1889,光緒,15,,第2甲第46名,,,,,,
清,愛仁,爱仁,清,1889,光緒,15,,第2甲第75名,,,,,,
清,毛慈望,毛慈望,清,1889,光緒,15,,第3甲第46名,,,,,,
清,盧叢林,卢丛林,清,1889,光緒,15,,第2甲第24名,,,,,,
清,何文瀾,何文澜,清,1889,光緒,15,,第2甲第106名,,,,,,
清,何爾鈞,何尔钧,清,1889,光緒,15,,第2甲第26名,,,,,,
清,何錫章,何锡章,清,1889,光緒,15,,第3甲第47名,,,,,,
清,熊方燧,熊方燧,清,1889,光緒,15,,第2甲第8名,,,,,,
清,熊文壽,熊文寿,清,1889,光緒,15,,第3甲第122名,,,,,,
清,熊起渭,熊起渭,清,1889,光緒,15,,第2甲第125名,,,,,,
清,任廷颺,任廷飏,清,1889,光緒,15,,第3甲第63名,,,,,,
清,崇壽,崇寿,清,1889,光緒,15,,第2甲第49名,,,,,,
清,傅世煒,傅世炜,清,1889,光緒,15,,第2甲第56名,,,,,,
清,朱廷薰,朱廷薰,清,1889,光緒,15,,第2甲第97名,朱延薰,朱延薰,,,,
清,朱秉成,朱秉成,清,1889,光緒,15,,第3甲第36名,,,,,,
清,朱德澤,朱德泽,清,1889,光緒,15,,第3甲第111名,,,,,,
清,朱壽慈,朱寿慈,清,1889,光緒,15,,第3甲第14名,,,,,,
清,朱路,朱路,清,1889,光緒,15,,第3甲第105名,,,,,,
清,朱錦,朱锦,清,1889,光緒,15,,第2甲第73名,,,,,,
清,朱懷新,朱怀新,清,1889,光緒,15,,第3甲第26名,,,,,,
清,魏立,魏立,清,1889,光緒,15,,第3甲第114名,,,,,,
清,魏秀琦,魏秀琦,清,1889,光緒,15,,第3甲第40名,,,,,,
清,魏有聲,魏有声,清,1889,光緒,15,,第2甲第93名,,,,,,
清,魏志良,魏志良,清,1889,光緒,15,,第3甲第150名,,,,,,
清,魏時鉅,魏时巨,清,1889,光緒,15,,第2甲第7名,,,,,,
清,吳嘉瑞,吴嘉瑞,清,1889,光緒,15,,第2甲第115名,,,,,,
清,吳桂丹,吴桂丹,清,1889,光緒,15,,第2甲第17名,,,,,,
清,吳獬,吴獬,清,1889,光緒,15,,第2甲第38名,,,,,,
清,吳國珍,吴国珍,清,1889,光緒,15,,第3甲第129名,,,,,,
清,程元愷,程元恺,清,1889,光緒,15,,第3甲第99名,,,,,,
清,程豐厚,程丰厚,清,1889,光緒,15,,第3甲第76名,,,,,,
清,程仲昭,程仲昭,清,1889,光緒,15,,第2甲第122名,,,,,,
清,程棫林,程棫林,清,1889,光緒,15,,第2甲第33名,,,,,,
清,黎宗幹,黎宗乾,清,1889,光緒,15,,第3甲第93名,,,,,,
清,解鍹,解鍹,清,1889,光緒,15,,第3甲第82名,,,,,,
清,鮑其豹,鲍其豹,清,1889,光緒,15,,第2甲第16名,,,,,,
清,鄒洪緯,邹洪纬,清,1889,光緒,15,,第2甲第68名,,,,,,
清,紀驤,纪骧,清,1889,光緒,15,,第3甲第58名,,,,,,
清,紹昌,绍昌,清,1889,光緒,15,,第3甲第85名,,,,,,
清,徐德沅,徐德沅,清,1889,光緒,15,,第2甲第88名,,,,,,
清,徐心秦,徐心秦,清,1889,光緒,15,,第2甲第28名,,,,,,
清,徐培光,徐培光,清,1889,光緒,15,,第3甲第56名,,,,,,
清,濟生,济生,清,1889,光緒,15,,第3甲第29名,,,,,,
清,富耀月,富耀月,清,1889,光緒,15,,第3甲第21名,,,,,,
清,寶豐,宝丰,清,1889,光緒,15,,第3甲第67名,,,,,,
清,江淑,江淑,清,1889,光緒,15,,第3甲第23名,,,,,,
清,江標,江标,清,1889,光緒,15,,第2甲第14名,,,,,,
清,馮端,冯端,清,1889,光緒,15,,第2甲第109名,,,,,,
清,馮愼源,冯愼源,清,1889,光緒,15,,第3甲第94名,,,,,,
清,潘守廉,潘守廉,清,1889,光緒,15,,第3甲第20名,,,,,,
清,潘志尚,潘志尚,清,1889,光緒,15,,第3甲第102名,,,,,,
清,梁于渭,梁于渭,清,1889,光緒,15,,第2甲第112名,,,,,,
清,梁鑾藻,梁銮藻,清,1889,光緒,15,,第3甲第33名,,,,,,
清,沈瑜賓,沈瑜宾,清,1889,光緒,15,,第2甲第66名,,,,,,
清,沈祖燕,沈祖燕,清,1889,光緒,15,,第3甲第86名,,,,,,
清,連培型,连培型,清,1889,光緒,15,,第3甲第70名,,,,,,
清,溫中和,温中和,清,1889,光緒,15,,第3甲第91名,溫仲和,温仲和,,,,
清,湯汝和,汤汝和,清,1889,光緒,15,,第3甲第73名,,,,,,
清,逯懿,逯懿,清,1889,光緒,15,,第3甲第126名,,,,,,
清,士魁,士魁,清,1889,光緒,15,,第2甲第25名,,,,,,
清,希廉,希廉,清,1889,光緒,15,,第3甲第9名,,,,,,
清,李登雲,李登云,清,1889,光緒,15,,第2甲第113名,,,,,,
清,李硯田,李砚田,清,1889,光緒,15,,第3甲第138名,,,,,,
清,李子方,李子方,清,1889,光緒,15,,第3甲第153名,,,,,,
清,李步瀛,李步瀛,清,1889,光緒,15,,第3甲第136名,,,,,,
清,李進祿,李进禄,清,1889,光緒,15,,第3甲第140名,,,,,,
清,李汾,李汾,清,1889,光緒,15,,第3甲第135名,,,,,,
清,李滋然,李滋然,清,1889,光緒,15,,第3甲第137名,,,,,,
清,李夢斗,李梦斗,清,1889,光緒,15,,第3甲第5名,,,,,,
清,李棻,李棻,清,1889,光緒,15,,第3甲第121名,,,,,,
清,李柏齡,李柏龄,清,1889,光緒,15,,第3甲第103名,,,,,,
清,李映庚,李映庚,清,1889,光緒,15,,第3甲第53名,,,,,,
清,李鵬飛,李鹏飞,清,1889,光緒,15,,第3甲第11名,,,,,,
清,李含青,李含青,清,1889,光緒,15,,第3甲第69名,,,,,,
清,李錦,李锦,清,1889,光緒,15,,第3甲第132名,,,,,,
清,李錫庚,李锡庚,清,1889,光緒,15,,第3甲第66名,,,,,,
清,李光卓,李光卓,清,1889,光緒,15,,第3甲第72名,,,,,,
清,袁信芳,袁信芳,清,1889,光緒,15,,第3甲第113名,,,,,,
清,彭獻壽,彭献寿,清,1889,光緒,15,,第3甲第98名,,,,,,
清,彭光湛,彭光湛,清,1889,光緒,15,,第3甲第44名,,,,,,
清,姚士璋,姚士璋,清,1889,光緒,15,,第2甲第79名,,,,,,
清,董維王序,董维王序,清,1889,光緒,15,,第3甲第95名,,,,,,
清,薩嘉樂,萨嘉乐,清,1889,光緒,15,,第3甲第77名,,,,,,
清,蘇保國,苏保国,清,1889,光緒,15,,第3甲第141名,,,,,,
清,萬和錫,万和锡,清,1889,光緒,15,,第2甲第119名,,,,,,
清,薛寶辰,薛宝辰,清,1889,光緒,15,,第2甲第92名,,,,,,
清,薛啟榮,薛启荣,清,1889,光緒,15,,第2甲第72名,,,,,,
清,薛賀圖,薛贺图,清,1889,光緒,15,,第3甲第18名,,,,,,
清,黃傳祁,黄传祁,清,1889,光緒,15,,第3甲第4名,,,,,,
清,黃大琨,黄大琨,清,1889,光緒,15,,第3甲第107名,,,,,,
清,黃大華,黄大华,清,1889,光緒,15,,第3甲第71名,,,,,,
清,黃士廉,黄士廉,清,1889,光緒,15,,第3甲第84名,,,,,,
清,黃榜書,黄榜书,清,1889,光緒,15,,第3甲第22名,,,,,,
清,黃炳辰,黄炳辰,清,1889,光緒,15,,第3甲第68名,,,,,,
清,葉新第,叶新第,清,1889,光緒,15,,第2甲第70名,,,,,,
清,葉祥麟,叶祥麟,清,1889,光緒,15,,第2甲第11名,,,,,,
清,杜本祟,杜本祟,清,1889,光緒,15,,第2甲第1名,,,,,,
清,林國贊,林国赞,清,1889,光緒,15,,第2甲第118名,,,,,,
清,賀濤,贺涛,清,1889,光緒,15,,第2甲第57名,,,,,,
清,楊德鑅,杨德鑅,清,1889,光緒,15,,第2甲第35名,,,,,,
清,楊佩芬,杨佩芬,清,1889,光緒,15,,第3甲第142名,,,,,,
清,楊紀元,杨纪元,清,1889,光緒,15,,第3甲第97名,,,,,,
清,楊萬選,杨万选,清,1889,光緒,15,,第3甲第133名,,,,,,
清,楊增新,杨增新,清,1889,光緒,15,,第3甲第127名,,,,,,
清,楊鏞,杨镛,清,1889,光緒,15,,第3甲第65名,,,,,,
清,郁保章,郁保章,清,1889,光緒,15,,第3甲第54名,,,,,,
清,超詣,超诣,清,1889,光緒,15,,第3甲第144名,,,,,,
清,趙爾萃,赵尔萃,清,1889,光緒,15,,第2甲第76名,,,,,,
清,趙秉璋,赵秉璋,清,1889,光緒,15,,第2甲第107名,,,,,,
清,趙繼泰,赵继泰,清,1889,光緒,15,,第2甲第102名,,,,,,
清,趙蔚坊,赵蔚坊,清,1889,光緒,15,,第2甲第74名,,,,,,
清,趙金壽,赵金寿,清,1889,光緒,15,,第3甲第134名,,,,,,
清,趙曾棣,赵曾棣,清,1889,光緒,15,,第3甲第74名,,,,,,
清,趙銳,赵锐,清,1889,光緒,15,,第3甲第75名,,,,,,
清,史思培,史思培,清,1889,光緒,15,,第3甲第145名,,,,,,
清,戚揚,戚扬,清,1889,光緒,15,,第2甲第98名,,,,,,
清,曹琳,曹琳,清,1889,光緒,15,,第3甲第148名,,,,,,
清,曹允源,曹允源,清,1889,光緒,15,,第2甲第44名,,,,,,
清,曹榭藩,曹榭藩,清,1889,光緒,15,,第2甲第60名,,,,,,
清,費道純,费道纯,清,1889,光緒,15,,第3甲第32名,,,,,,
清,費念慈,费念慈,清,1889,光緒,15,,第2甲第6名,,,,,,
清,賴紹濂,赖绍濂,清,1889,光緒,15,,第2甲第67名,,,,,,
清,賴宏,赖宏,清,1889,光緒,15,,第3甲第64名,,,,,,
清,呂敬直,吕敬直,清,1889,光緒,15,,第3甲第146名,,,,,,
清,景方旭,景方旭,清,1889,光緒,15,,第2甲第80名,,,,,,
清,羅厚焜,罗厚焜,清,1889,光緒,15,,第2甲第120名,,,,,,
清,羅鳳華,罗凤华,清,1889,光緒,15,,第2甲第32名,,,,,,
清,喻兆蕃,喻兆蕃,清,1889,光緒,15,,第3甲第39名,,,,,,
清,喻鴻鈞,喻鸿钧,清,1889,光緒,15,,第3甲第109名,,,,,,
清,阮善繼,阮善继,清,1889,光緒,15,,第3甲第124名,,,,,,
清,馬步元,马步元,清,1889,光緒,15,,第2甲第52名,,,,,,
清,馬家楨,马家桢,清,1889,光緒,15,,第3甲第90名,,,,,,
清,馬覲臣,马觐臣,清,1889,光緒,15,,第3甲第151名,,,,,,
清,區宗初,区宗初,清,1889,光緒,15,,第3甲第27名,,,,,,
清,劉元誠,刘元诚,清,1889,光緒,15,,第3甲第28名,,,,,,
清,劉爾炘,刘尔炘,清,1889,光緒,15,,第2甲第53名,,,,,,
清,劉秉鈞,刘秉钧,清,1889,光緒,15,,第3甲第50名,,,,,,
清,劉允恭,刘允恭,清,1889,光緒,15,,第3甲第117名,,,,,,
清,劉寶森,刘宝森,清,1889,光緒,15,,第3甲第51名,,,,,,
清,劉汝訢,刘汝䜣,清,1889,光緒,15,,第3甲第115名,,,,,,
清,劉啟瑞,刘启瑞,清,1889,光緒,15,,第2甲第31名,,,,,,
清,劉蔭椿,刘荫椿,清,1889,光緒,15,,第2甲第114名,,,,,,
清,劉世珍,刘世珍,清,1889,光緒,15,,第3甲第154名,,,,,,
清,劉如煇,刘如𪸩,清,1889,光緒,15,,第2甲第13名,,,,,,
清,劉奉璋,刘奉璋,清,1889,光緒,15,,第2甲第77名,,,,,,
清,劉盛堂,刘盛堂,清,1889,光緒,15,,第3甲第31名,,,,,,
清,劉邦槐,刘邦槐,清,1889,光緒,15,,第3甲第60名,,,,,,
清,劉錦榮,刘锦荣,清,1889,光緒,15,,第2甲第121名,,,,,,
清,陳庚經,陈庚经,清,1889,光緒,15,,第2甲第41名,,,,,,
清,陳廷鑑,陈廷鉴,清,1889,光緒,15,,第3甲第143名,,,,,,
清,陳寶森,陈宝森,清,1889,光緒,15,,第3甲第6名,,,,,,
清,陳澤霖,陈泽霖,清,1889,光緒,15,,第2甲第42名,,,,,,
清,陳祥燕,陈祥燕,清,1889,光緒,15,,第2甲第27名,,,,,,
清,陳嘉言,陈嘉言,清,1889,光緒,15,,第2甲第9名,,,,,,
清,陳本棠,陈本棠,清,1889,光緒,15,,第3甲第104名,,,,,,
清,陳春瀛,陈春瀛,清,1889,光緒,15,,第2甲第81名,,,,,,
清,陳恩壽,陈恩寿,清,1889,光緒,15,,第2甲第71名,,,,,,
清,陳昌曇,陈昌昙,清,1889,光緒,15,,第2甲第103名,,,,,,
清,陳鳴秋,陈鸣秋,清,1889,光緒,15,,第2甲第47名,,,,,,
清,陳長橿,陈长橿,清,1889,光緒,15,,第2甲第15名,,,,,,
清,陳金臺,陈金台,清,1889,光緒,15,,第2甲第130名,,,,,,
清,陳銑綬,陈铣绶,清,1889,光緒,15,,第3甲第101名,,,,,,
清,陳懷中,陈怀中,清,1889,光緒,15,,第2甲第91名,,,,,,
清,周文瀾,周文澜,清,1889,光緒,15,,第3甲第159名,,,,,,
清,周秉道,周秉道,清,1889,光緒,15,,第3甲第57名,,,,,,
清,周來賓,周来宾,清,1889,光緒,15,,第2甲第37名,,,,,,
清,周樹謨,周树谟,清,1889,光緒,15,,第2甲第2名,,,,,,
清,熙元,熙元,清,1889,光緒,15,,第2甲第40名,,,,,,
清,熙煐,熙煐,清,1889,光緒,15,,第2甲第59名,,,,,,
清,段友蘭,段友兰,清,1889,光緒,15,,第2甲第69名,,,,,,
清,閻維玉,阎维玉,清,1889,光緒,15,,第3甲第147名,,,,,,
清,歐陽熙,欧阳熙,清,1889,光緒,15,,第2甲第50名,,,,,,
清,金鴻翎,金鸿翎,清,1889,光緒,15,,第3甲第80名,,,,,,
清,金蓉鏡,金蓉镜,清,1889,光緒,15,,第2甲第101名,,,,,,
清,翁天祜,翁天祜,清,1889,光緒,15,,第3甲第25名,,,,,,
清,曾慶蘭,曾庆兰,清,1889,光緒,15,,第3甲第83名,,,,,,
清,曾廣鈞,曾广钧,清,1889,光緒,15,,第2甲第12名,,,,,,
清,曾思睿,曾思睿,清,1889,光緒,15,,第3甲第152名,,,,,,
清,曾光岷,曾光岷,清,1889,光緒,15,,第2甲第124名,,,,,,
清,鈺昶,钰昶,清,1889,光緒,15,,第3甲第92名,,,,,,
清,鍾廣,钟广,清,1889,光緒,15,,第2甲第100名,楊鍾廣/楊鍾羲,杨钟广/杨钟羲,,,,
清,鍾承祺,钟承祺,清,1889,光緒,15,,第2甲第85名,,,,,,
清,錢鴻文,钱鸿文,清,1889,光緒,15,,第2甲第117名,,,,,,
清,錢鴻逵,钱鸿逵,清,1889,光緒,15,,第3甲第156名,,,,,,
清,饒士騰,饶士腾,清,1889,光緒,15,,第2甲第3名,,,,,,
清,鄭維琪,郑维琪,清,1889,光緒,15,,第2甲第43名,鄧維琪,邓维琪,,,,
清,鄭維翰,郑维翰,清,1889,光緒,15,,第3甲第34名,,,,,,
清,鄭永貞,郑永贞,清,1889,光緒,15,,第3甲第158名,,,,,,
清,鄭克明,郑克明,清,1889,光緒,15,,第3甲第88名,,,,,,
清,鄭籛,郑篯,清,1889,光緒,15,,第3甲第155名,,,,,,
清,鄭熾昌,郑炽昌,清,1889,光緒,15,,第3甲第108名,,,,,,
清,勞肇光,劳肇光,清,1889,光緒,15,,第3甲第89名,,,,,,
清,高永孝,高永孝,清,1889,光緒,15,,第3甲第59名,,,,,,
清,高涵和,高涵和,清,1889,光緒,15,,第3甲第10名,,,,,,
清,高樹,高树,清,1889,光緒,15,,第2甲第62名,,,,,,
清,高枬,高枬,清,1889,光緒,15,,第2甲第95名,,,,,,
清,高增融,高增融,清,1889,光緒,15,,第2甲第105名,,,,,,
清,唐宗海,唐宗海,清,1889,光緒,15,,第3甲第35名,,,,,,
清,唐右楨,唐右桢,清,1889,光緒,15,,第2甲第126名,,,,,,
清,高枏,高枏,清,1889,光緒,15,,,高枬,高枬,城南/澂蘭,城南/澂兰,借禪室,借禅室
清,施魯濱,施鲁滨,清,1888,光緒,14,,第3甲第139名,,,,,,
清,賀濤,贺涛,清,1887,光緒,13,,,,,松坡/松波,松坡/松波,,
中华民国,吳慶坻,吴庆坻,清,1886,光緒,12,,,,,子修/子脩/敬彊,子修/子修/敬彊,,
清,王廷相,王廷相,清,1886,光緒,12,,,,,枚臣/梅岑/蘪卸,枚臣/梅岑/蘪卸,,
清,朱延熙,朱延熙,清,1886,光緒,12,,,,,,,,
中华民国,蔡金臺,蔡金台,清,1886,光緒,12,,,,,燕孫/燕生,燕孙/燕生,,
中华民国,劉學謙,刘学谦,清,1886,光緒,12,,,,,益齋,益斋,,
中华民国,柯劭忞,柯劭忞,清,1886,光緒,12,,,,,鳳孫/鳳笙/鳳蓀,凤孙/凤笙/凤荪,蓼園,蓼园
中华民国,徐世昌,徐世昌,清,1886,光緒,12,,,,,卜五/菊人,卜五/菊人,半日讀書半日靜坐之齋/弢齋/晚晴簃/書髓樓/東海/歸雲樓/水竹村人/談風月館/退耕堂/退耕老人,半日读书半日静坐之斋/弢斋/晚晴簃/书髓楼/东海/归云楼/水竹村人/谈风月馆/退耕堂/退耕老人
中华民国,王新楨,王新桢,清,1886,光緒,12,,,,,,,,
